SMILES,NLL
CCC1=S(C(F)(F)F)C2=S->[Cu+](<-[I-])<-N3=C4C5=N(->N2C4N3c2c1cccc2-n1cccn1)C(c1ccccc1)C(c1ccccc1)N5Cc1ccccc1,53.63
CC(=O)C(CC=NNC(N)=S->[Zn+2](<-[I-])(<-[I-])<-S=C(N)NN=C(C)c1cccs1)=[N+](c1ccccc1)c1ccc(N(C)C)cc1,41.72
CCN1CCN(CC)->[Pd+2]<-1(<-[O-]C(C)=O)<-[O-]C(C)=O,18.91
Fc1cccc2C=N3c4ccccc4N4=Cc5c([O-]->[Ni+2]<-3<-4<-[O-]c12)ccc1ccccc51,26.13
CC(C)(C)[N+]#[C-]->[Re+3]1234(<-[F-])(<-[C-]#[O+])(<-[C-]#[O+])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C,25.07
O=N([O-])->[Co+3]12(<-[Cl-])(NCCN->1=Cc1ccsc1)<-n1ccccc1C=N(N=Cc1cccs1)->N->2=Cc1ccccn1,43.97
Cc1cc(C)c(N2=C(=O)->[Y+3]<-234567(<-[Cl-])(<-[CH2-]c2c->3c->4(C(C)C)c->5c->6c->72C)<-O2CCCC2)[nH]1,40.32
[F-]->[Ti+4](<-[F-])(<-[I-])(<-[I-])(<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1)<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1,19.71
Cc1cn(->[Cu+]23S[BH-](n4ccn(Cc5ccccc5)c4=S->2)n2cc(P(=O)(Nc4c(C)cccc4C)C(C)(C)C)n(C(C)(C)C)c2=S->3)ccn1,46.42
COc1ccc2C=N3N=C(c4ccc(OCc5ccc(Br)cc5)cc4)c4ccccn4->[Ni+2]<-3(<-[O-]C(=O)c3ccc(O)cc3)(<-[O-]c2c1)<-n1ccccc1,37.47
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Au+]<-[C]2N(c3c(C(C)C)cccc3C(C)C)C=CN2c2c(C(C)C)cccc2C(C)C)c(C)c1,15.31
Cc12->[Ir+3]345(<-[I-])(<-[I-])(<-n6cccn6Cc6cnc7ccccn67)<-c1(C)c->3(C)[c-]->4(C)c->52C,31.04
NC(=NN=Cc1ccccn1)[S-]->[Au+]<-P(Nc1ccccc1)Nc1ccccc1,29.59
C[N-](C)->[Zr+4]12(<-S=C(N3CCOCC3)[N-]->1C)(<-[S-]c1ccccc1[S-]->2)<-[N-](C)C,32.75
[O+]#[C-]->[Co+]1(<-[Cl-])(<-[C-]#[O+])<-[c-]2ccccc2C=N->1O,26.43
C1c2ccccn2->[Mn+3]234(<-C=C->2CCS->3CCCN->4)<-N=1[NH2+]c1ccccc1,44.6
CC(C)(C)c1ccn2->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccc(C(C)(C)C)cc3-c2c1,18.94
CC1c2ccccc2P2(c3ccccc3)->[Pt+2](<-[CH3-])(<-[Cl-])<-P(CC1(c1ccccc1)C2)(c1ccccc1)c1ccccc1,34.18
COc1ccc2[O-]->[Zn+2]34N5C(=Cc6cc(Cl)cc(Cl)c6[O-]->N->3(Cc2c1)<-[C-]5(c1ccccc1)c1ccccc1)C1CCCN->41,55.08
O=C([O-]->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81)c1ccccc1N=Cc1ccccc1,27.41
CC(C)P(C(C)C)(C(C)C)->[Rh+]12<-[c-]3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3OP->2(C(C)(C)C)C(C)(C)C,21.94
CC[C-](CC)(CC)->[Pt+2]1(<-P(=S)CC(C(C)(C)C)(C2(C)C(C)=C(C)C(C)=C2C)C1(C)C)<-P1(c2ccccc2)C(C)CCC1C,52.55
COc1c(F)c([O-])c2C(C)=N3N=C([O-]->[V+5]<-3(<-[O-]c2c1OC)(<-[O-]C(C)C)(<-[O-]C(C)C)<-[O-]S(=O)(=O)C(F)(F)F)c1ccc(C(=O)[O-])cc1,49.33
[OH-]->[Re+5]1(<-[Cl-])(<-[CH2-]c2ccc(Cl)cc2)(<-[O-]c2c(Cl)cccc2-n2c(Cl)cc(Cl)n->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,43.35
[BH3-]N1=Cc2ccccn2->[Ni+2]<-12345<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,27.29
CCN(CC)C1=S->[Cu+]2(<-S=C([S-]->2)N(CC)CC)<-[S-]1,18.87
Cn1cc(N(c2ccccc2)c2ccccc2)n(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2ccccc2NC(=O)C(O)c2ccccc2)n1,37.42
COc1ccc2[O-]->[Ni+2]345(<-[O-]c6c(OC)cccc6C(c2c1)=N->3N->4=Cc1ccccc1OC)<-N(=Cc1ccccc1OC)CCCc1ccccn->51,40.82
[O+]#[C-]->[Ir+](<-[I-])(<-[I-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,22.87
CC(C)(C)c1cc2[N-]3<-P(c4ccccc4)(c4ccccc4)c4ccccc4[N-]4c5ccccc5[S-]->[Pd+4]<-4<-3<-[O-]c2c(C(C)(C)C)c1,34.89
Cc1ccccc1C(c1ccccc1)(c1ccccc1)n1c(N)n(->[Zn+2](<-[N-2][N+]#N)(<-O=C(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)<-n2ccc(I)cc2N)c2c1n(N)c(=O)n2C,57.64
[Cl-]->[Os+2](<-[Cl-])(<-[Cl-])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.52
CC(C)c1cccc(C(C)C)c1N1C=CC2=[C-]3->[Ir+]4(<-[C-]#[O+])<-[C]3[PH]1(OCCP->4(c1ccccc1)c1ccccc1)O2,34.9
CCC(=C[C]->[Ni+2]1234(<-c5c->1c->2[cH-]->3c->45)<-P(C(C)C)(C(C)C)C(C)C)c1ccccc1,29.61
CC(C)P1(CCP(C(C)C)(C(C)C)->[Ru+2]<-1(<-[Cl-])(<-[Cl-])<-[Cl-])C(C)C,19.31
CP(C)(->[Au+]<-[S-]c1c(F)c(F)c(F)c(F)c1F)c1cc(F)c(F)c(F)c1F,22.26
[Br-]->[Pt+2]1(<-[Br-])<-NCCN->1,12.52
CC#N->[RuH+]1(<-[Cl-])(<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.31
CC(C)P(->[Au+]<-P(C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C,12.92
Cc12->[Rh+3]3456(<-[Cl-])(<-S=c7cccc[n-]->37)<-c1(C)c->4(C)[c-]->5(C)c->62C,18.33
[Cl-]->[Pt+2](<-[Cl-])(<-n1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,15.22
Cc12->[Ir+3]345(<-[C-]#[O+])(<-[C]6C=Cc7ccccc7C6)(<-[c-]6c(F)c(F)c(F)c(F)c6F)<-c1(C)c->3(C)[c-]->4(C)c->52C,29.37
N#[N+][N-2]->[Hf+4]123(<-[N-2][N+]#N)(<-[N-2][N+]#N)<-[O-]c4ccccc4C=N->1CCCN->2=Cc1ccccc1[O-]->3,28.34
CCN[PH](NCC(C)C)(=P(c1ccccc1)(c1ccccc1)c1ccccc1)->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],32.41
C[Si](C)(C)N(P([P+](c1ccccc1)(c1ccccc1)c1ccccc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])[Si](C)(C)C,19.93
CN(C)c1ccn2->[IrH+2]3(<-[c-]4cc(F)cc(F)c4-c2c1)(<-[c-]1c(F)c(F)c(F)c(F)c1F)<-P(C)(C)CCP->3(C)C,34.41
Cc1ccn(->[Pt+4](<-[F-])(<-[Br-])(<-[Br-])(<-[Br-])<-n2ccc(C)[nH]2)cc1,30.11
[O+]#[C-]->[Fe]123(<-[C-]#[O+])(<-B4=C->1C->2=C->3CC4)<-[C](C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,25.7
CP1(C)CCP(C)(C)->[W]<-123(<-[C-]#[O+])(<-[CH-][PH](C)(C)CC->2)<-P(C)(C)CCP->3(C)C,33.81
CCN(CC)C1N=C([O-]->[Ni+2]2(<-[O-]C(=NN([O-]->2)c2ccccc2)c2ccccn2)<-S=1)c1ccccn1,31.91
[Cl-]->[Re+7]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-](N=c2sc3ccccc3[n-]->12)c1ccccc1,22.17
CC(C)(C)N1=P(CCP(c2ccccc2)(c2ccccc2)->[Pd+2]<-1(<-[c-]1ccccc1)<-[c-]1ccccc1)(c1ccccc1)c1ccccc1,26.88
[Cl-]->[Zr+4]12(<-[Cl-])(<-P(Cc3ccccc3P->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(CP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,32.51
O=S(=O)->[Mn+](<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1ccccc1,26.15
CC1c2cc(C)cc(C(C)(C)C)c2[O-]->[Ni+2]23<-[O-]c4c(C)cc(C)cc4[C]->2[Si](C)(C)N->3=1,32.81
CC1=CC(C)=N(c2c(C)cc(C)cc2C)->[Ni+2](<-[c-]2ccccc2)(<-[N-]1c1c(C)cccc1C)<-O1CCCC1,24.56
Cc1ccc(CSc2cccc3C=N(C(c4ccccc4)c4ccccc4)->[Fe+2]4(<-[N-]=C=S)(<-n5c[nH]c(C)c5)(<-n32)<-n2c(C)cccc2-n2c(C)cc(C)n->42)c(C)c1,48.41
c1ccc(P(c2ccccc2)(c2ccccn2)->[Ag+]2<-n3ccccc3Nc3ccccn->23)cc1,19.43
Cc1cc(C)c(-n2c3-c4ccccn4->[Zn+2](<-[Cl-])(<-[Cl-])<-n3c3ccccc32)c(C)c1,19.61
CC1(C)COC2C(=C3P(c4ccccc4)(c4ccccc4)->[Ni](<-N=21)(<-P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P3(c1ccccc1)c1ccccc1)c1ccccc1,37.24
CC1(C)N([O-])C(=C(C=S->[OsH4+2]2(C3CCCCC=C(P->2(c2ccccc2)c2ccccc2)C3)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)N([O-])[O-])N([O-])C1(C)C,42.23
[O+]#[C-]->[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(=CC(F)=C(F)C(F)(F)C(F)(F)[C-]->1(F)F)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,36.07
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ir+]234(<-[Cl-])<-C5=C->2CCC->3=C->4CC5)c(C)c1,13.0
CN(C)c1ccn(->[Cd+2](<-[Cl-])(<-[Cl-])(<-n2cccc(N)c2)<-n2cccc(NC(=O)Nc3cccc4ccccc34)c2)cc1,27.31
Cc1cc(C)c(N2CCN(Cc3ccccc3)[C]2->[Cu+]<-[Cl-])c(C)c1,17.7
CC(C)c1cccc(C(C)C)c1[N-]1C2(C(C)(C)C)[Si](C(C)(C)C)(C(C)(C)C)->[Rh+]<-1<-2(<-[Cl-])<-[C-]#[O+],31.55
CC(C)c1cccc(C(C)C)c1N1C=CN2c3cccc4N5C=CN(C(C)(C)C)[C]5->[Fe+2](<-[Cl-])(<-[Cl-])(<-[CH]c5ccccc5)(<-[C]12)<-n34,27.96
[Br-]->[Pd+2]1(<-[Br-])<-N(c2ccc(N=Nc3ccccc3)cc2)=c2c(=N->1c1ccccc1)c1c2ccc2ccccc21,26.31
Cc1ccc2-c3ccc(F)c[c-]3->[Ti+4]3456(<-[Cl-])(<-[Cl-])(<-[c-]2c1)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C,24.45
CCOC=C1C2=C(C(=O)OC)->[IrH2+]<-1<-2<-P(c1ccccc1)(c1ccccc1)c1ccccc1,30.74
[Cl-]->[Zn+2](<-[Cl-])(<-n1cc[nH]c1)<-n1c[nH]c2ccccc21,17.15
CC1=C(C)N(C(C)C)[C](->[Fe+2](<-[Br-])(<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)(<-[C]2N(C(C)C)C(C)=C(C)N2C(C)C)<-[La+3]2N(C(C)C)C(C)=C(C)N2C(C)(C)C)N1C(C)C,33.4
[Cl-]->[Pd+2]1(<-[Cl-])<-[C-]2(O[Si](Oc3c(-c4ccc5ccccc5c4)cccc3-c3ccccc3[P+]->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1Cc1ccccc12,41.85
CC1(C)CC(=C(C#N)C#N)C=C(C=Cc2ccc(-n3cccc3)cc2)N1c1ccc(C#[C-]->[Ru+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#Cc2ccccc2C#N)<-[C-]#[N+]c2ccc(N([O-])[O-])cc2)cc1,40.05
N#[N+][N-2]->[Os+2]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2ccccc2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,24.87
CC(C)c12->[Fe+2]34567(<-[S-]c8ccccc8P->3(c3ccccc3)c3ccccc3)(<-c(c->41)c->5(C)c->6c->72)<-S(C)(C)=O,27.32
Cc1cc(C)c(CS2CCn3c(C)cc(C)n3->[Pd+2]<-2(<-[Cl-])<-[Cl-])c(C)c1,25.45
Cc1cc(C)c(N2C=CN3CN4C=CN(c5c(C)cc(C)cc5C)N4->[Zn+2](<-[Cl-])(<-[Cl-])<-[C]32)c(C)c1,21.32
CC(=O)[CH2-]->[V+5]12(<-[O-2])<-[O-]c3ccccc3C=N->1Cc1ccccc1[SH]->2(=O)=O,28.5
N#Cc1cccn(->[Pt+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(N)=O)cc2)c1,23.67
CC(=O)[S-]->[Cu+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,16.22
O=C1CN23CC(=O)[O-]->[Mn+3]<-24(<-[O-]1)(<-[O-]C(=O)C3)<-[O-]C(=O)C(=O)[O-]->4,14.72
CN(C)C=O->[V+5]12(<-[O-2])(<-[Cl-])<-[O-]c3ccc(N=Nc4ccc(N([O-])[O-])cc4)cc3NN->1<-[O-]C(=NC(Nc1ccc(I)cc1)=S->2)c1ccc(N([O-])[O-])cc1,40.44
CCCN1CCN2=Cc3ccccn3->[Zn+2]<-2(<-[Cl-])(<-[Br-])<-n2cccnc21,31.5
Fc1c(F)c(F)c(P(Cc2cccc(-c3ccccc3)n2->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,28.02
N#C[CH-](C#N)->[Ni+2]1(<-O=C(C=C([O-]->1)C(F)(F)F)C(F)(F)F)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,30.62
Cc1ccc(S2CP3(CN(Cc4ccc(C(F)(F)F)cc4)->[Pd]<-2<-3<-P(C2CCCCC2)(C2CCCCC2)C2CCCCC2)CC(C)(C)C)cc1,37.86
S=C(OCc1ccccc1)[S-]->[Ag+](<-P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,19.96
CC(C)(C)c1cccc2-c3ccccn3->[Co+3]34(<-[O-]C(=O)c5ccccn->35)(<-[S-]Cc3ccccn->43)<-n21,34.44
O=C([O-]->[Ir+3]1234(<-O)(<-[O-]C([O-]->1)(C(F)(F)F)C(F)(F)F)<-C1=C->2CCC->3=C->4CC1)C(F)(F)F,22.38
[Cl-]->[Ru+2]123456(<-[O-]P(c7ccccc7)(c7ccccc7)=N->1c1ccccc1)<-c1c->2c->3c->4c->5c->61,19.89
[Cl-]->[Cd+2]12<-n3cccc4c3N->1(CCP->2(C1CCCCC1)C1CCCCC1)CC4,28.47
[Cl-]->[Ni+2]12(<-[I-])(<-NCCN->1)<-NCCN->2,16.52
Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)[C]2->[Pd+2](<-[Cl-])(<-[O-]C(=O)C(C)(C)C)<-P(c2ccccc2)(c2ccccc2C)c2ccccc2C)c(C)c1,32.41
CC1C2=CC=C[N-](c3c(C)cc(C)cc3C)->[Ti+4]<-2(<-[Cl-])(<-[CH2-]c2ccccc2)<-[PH]=1(C(C)C)C(C)(C)C,34.54
Cc12->[Ir+3]3456(<-[Cl-])(<-Nc7ccccc7P->3(c3ccccc3)c3ccccc3)<-c1(C)c->4(C)[c-]->5(C)c->62C,21.0
CC(C)c1cccc(C=O)c1P(C)(=O)c1ccccc1P(c1ccccc1)(c1ccccc1)->[W+2](<-[F-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],49.29
COc1ccc(CN2c3ccccc3N(Cc3cc(OCc4ccccc4)cc(OCc4ccccc4)c3)[C]2->[Pt+2](<-[Br-])(<-[Br-])<-P(c2ccc(OC)cc2)C(c2ccccc2)c2ccc(OC)cc2)cc1,37.25
[Cl-]->[Au+3]12<-[c-]3ccccc3-c3cccc(-c4ccccn->14)n->23,16.22
CNC1=N2->[Ni+2]3(<-[N-]=C=S)(<-NCCN->3)<-[O-]C(=C(CCCC1)N2)c1ccccc1,33.42
CC1=N([O-])->[Ni+2]2(<-[S-]CCN->2=C(N(C)C)N(C)C)<-[N-]1C1CCCC1,34.08
CCOS(c1ccccc1)->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[c-]1ccc(CNCc2ccccn2)cc1,40.55
CO->[Ru+2](<-[N-]=C=S)(<-OC)(<-n1ccn(Cc2ccccc2)c1C)(<-n1[nH]c(C)cc1C)(<-n1[nH]c(C)cc1C)<-n1c(C)cccc1C,34.02
CC(C)c1cccc(C(C)C)c1[N-]1->[Pd+4]<-[N-](c2c(C(C)C)cccc2C(C)C)C(C=C1C(F)(F)F)[Si](C)(C)C(C)(C)C,32.73
CN1C=CN(CCCS(=O)(=O)O)[C]1->[Pd+2](<-[CH3-])(<-[Br-])<-[C]1CCCN1,34.52
C[N-](C)->[Nb+5]123(<-[CH3-])(<-[CH2-][N-]->1CCc1ccccc1)<-[O-]c1ccccc1CN->2(C)Cc1ccccn->31,45.97
CC(CCC[Se-][BH-](C1CCCCC1)->[Pt+2](<-[Cl-])(<-[Cl-])<-[N-2][N+]#N)(Cc1ccccc1)NC(=O)Nc1ccc(N([O-])[O-])cc1,54.97
Cc12->[Ir+5]3456(<-[Cl-])(<-[c-]7ccccc7-c7cccc[c-]->37)<-c1(C)c->4(C)[c-]->5(C)c->62C,26.78
CC(=O)[NH-]->[Fe+2]1(<-[O-]C=C(C)N->1c1c(C(C)C)cccc1C(C)C)<-N(C)C,31.94
CC(=O)[O-]->[Zn+2]12(<-NCC(C)(C)N->1=C(N(C)C)N(C)C)<-[O-]c1ccc(C)cc1N=C(c1ccccc1O)N->2=O,43.74
CCCCN1C=CN(C)[C]1->[Pt+2](<-B#Cc1ccsc1N)(<-[C-]#[O+])<-[C-]#[O+],36.53
O=S(=O)([O-]->[Pt+2]1(<-[c-]2ccccc2)<-N2CCCCCP->1(c1ccccc1)CCCC2)C(F)(F)F,32.59
[O+]#[C-]->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,15.24
CC(=O)c1cnn(-c2cn(C(C)C)cn2->[Ag+]<-n2ccccc2)c1,32.33
CC(C)c12->[Ru+2]345678(CC[PH](C)(CP->3c3ccccc3)c3ccccc3)(<-c(c->41)c->5(C)c->6c->72)<-C(CCP->8(C(C)C)C(C)C)(c1ccccc1)[Si](C)(C)C,45.21
CCO(CC)->[V+5]1(<-[C-3][c-]2[cH+][cH-][cH+][cH-][cH+]2)(<-[N-2]C(C)(C)C)<-[O-]C(=O)C=C([N-]->1c1c(C(C)C)cccc1C(C)C)C(C)(C)C,33.76
COc1ccccc1NC=C1C=C[CH-]C=C1[Si-](->[Au+]<-[O-]C(C)=O)(C1CCCCC1)C1CCCCC1,31.41
c1ccc(P(c2ccccc2)(c2ccccc2)->[Rh+]234(<-C5=C->2C2CC5C->3=C->42)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,14.56
CCP1(CC)CCP(CC)(CC)->[Pt+2]<-12<-P(CC)(CC)CP->2(CC)CC,20.97
C=CCCC(C)(C=C)[c-]12->[Ru+4]3456(<-[CH-]=C(C)[O-]->3)(<-c(c->4c->51)c->62)<-P(c1ccccc1)(c1ccccc1)c1c2ccccc2cc2ccccc12,51.77
CC1CN2(C)CCO3CC(=O)[O-]->[Rh+]<-3<-24<-[C-](=O)N[N-]->4C=1C,48.0
CCOC(=O)[Si-]1C2CCCCC2C2OP34c5ccccc5P(CCCOC)(C(C)(C)C)->[Fe]<-3(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(C14)C2(C)C,54.12
CC1=C(C)N(C(C)C)[C](->[Co+](<-[Br-])<-[C]2N(c3c(C(C)C)cccc3C(C)C)C=CN2c2c(C(C)C)cccc2C(C)C)N1C(C)C,20.4
[Cl-]->[Pt+2]1(<-[O-]c2cpccc2-c2ccccn->12)<-S1CCCC1,32.12
Cc1n(C)[n-](->[Mo+6]2(<-[F-])(<-[CH2-][Si](C)(C)C)(<-[C-](=N[Si](C)(C)C)C(C)(C)C)<-[N-](c3ccccc3[N-]->2[Si](C)(C)C)[Si](C)(C)C)[n+]1C(C)(C)C,48.13
C[Si](C)(C)c12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c%10c->3c->4[cH-]->5c->6%10)<-c(c->71)[cH-]->8c->92,18.8
COC(=O)P(OC)(OC)=O->[Mo+6](<-[CH3-])(<-[CH3-])(<-[O-2])<-[F-],34.3
Cc12->[Fe+2]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[N-]=O)<-c1(C)c->3(C)[c-]->4(C)c->52C,19.83
CC1=CC(C)=C2CP(c3c(C)cc(C)cc3C)(->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(c3c(C)cc(C)cc3C)=C2c2ccc(C)cc21,32.74
CCP(CC)(CC)->[Ir+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.14
COC1=CP(c2ccccc2)(c2ccccc2)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(C1)(c1ccccc1)c1ccccc1,24.88
CCN1C=CN(Cc2cccc3cccnc23)[C]1->[Ir+]123(<-C4=C->1CCC->2=C->3CC4)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,25.79
[Cl-]->[Au+]<-[As]1(c2ccccc2)C2c3ccccc3C1c1ccccc12,19.8
CC1(C)CC(=O)C=C(C#Cc2ccn(->[Hg+2](<-[Cl-])(<-[Cl-])<-n3cccc(C(=O)O)c3)cc2)C=N1,35.63
[O+]#[C-]->[W]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,15.69
[CH3-]->[Pt+2]1(<-[CH3-])<-P(CCCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,16.78
CC[Si-]1(c2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C,29.15
Cc1cc(C)n2->[W+2]34(<-[C-]#[O+])(<-[C-]#[O+])(<-C=C->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41,18.98
Cc1cccc(C)n1->[Fe+2]1234<-[O-]C(=O)C5=N->1C(CP->2(C(C)(C)C)C(C)(C)C)=CC=C3CP->4(C(C)(C)C)C(C)(C)N5,37.09
Cc1nc2ccccc2[n+](C)n1->[Au+3](<-[Cl-])(<-[Cl-])<-[Cl-],19.86
CC(C)(C)N1N=CN(Cc2ccccc2)[C]1->[Au+]<-[Cl-],14.96
CCOC1=NC([O-]->[Ni+2]2(<-[O-]1)(<-[O-]C(=NN->2=Cc1ccc(Cl)cc1)c1ccc(Br)cc1)<-OC)c1cc(Br)ccc1[N+](=O)[O-],42.53
[Cl-]->[Zn+2](<-[Cl-])(<-O=[B-](c1ccccc1)c1ccccc1)<-n1cccc2ccccc21,23.21
C=CC[C-]1(Cc2cccc[c-]2->[Pt+2]<-12<-[S-]c1ccccc1P->2(C1CCCCC1)C1CCCCC1)C(C)C,34.82
CC(C)(C)[C]1Nc2ccccn2->[RuH+]<-1(<-[Cl-])(<-[C-]#[O+])<-n1ccccc1,34.82
CCN(CC)C(=N->[Zn+2](<-[Cl-])(<-[Cl-])<-N=C1C=CC=CC1=CNCc1cccnc1)N1CCCCC1,38.12
COC(=O)c1cc(OC)c(OC)c(O->[Hg+2](<-[I-])<-[I-])c1NC(C)=O,31.88
O=C1[O-]->[Re+3](<-[Cl-])(<-[Cl-])(<-n2ccccc21)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,21.76
[N-3]->[W+6]12(<-[O-2])(<-[O-]c3c(-c4cccc(P->1(c1ccccc1)c1ccccc1)c4[O-]->2)cccc3-c1c(-c2ccccc2)ccc2ccccc12)<-[O-][P+](Sc1ccccn1)(c1ccccc1)c1ccccc1,49.63
C=CCN12->[Ni+2]34(<-[Cl-])(<-[Cl-])<-N(CCN->3C1)CCN->4C1CCCCC12,19.88
CC(C)P12c3ccccc3P(C(C)C)(C(C)C)->[Ni+2]<-1(<-[I-])<-P(c1ccccc12)(C(C)C)C(C)C,19.77
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[O-]->[Mo+4](<-[N-3])(<-[O-]c2c(F)c(F)c(F)c(F)c2F)(<-P(C)(C)C)<-P(C)(C)C)c(C)c1,26.75
CCC[N+]#[C-]->[Au+]<-[Cl-],13.72
CC(C)(C)P1(Cc2cccc3P(C(C)(C)C)(C(C)(C)C)->[Ni+2]<-1(<-[CH2-]c1ccccc1)<-[Si-](C)(C)c23)C(C)(C)C,22.92
CP(C)(C)->[Pd]12<-O=C(c3ccccc3)c3cccc(-c4ccccn->14)n->23,28.67
CN1CCCCC[PH]12B(c1ccccc1)->[Pd+2](<-[Cl-])<-P(NP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,40.58
CC(C)(C)P1(C[C](Nc2cnn(-c3ccccc3)c2)->[Pt+2]<-1(<-[I-])<-P(C)(C)c1ccccc1)Nc1cccc2ccccc12,46.77
[O+]#[C-]->[IrH+2]123(<-[Br-])<-[C-]4=C->1CCC->2=C->34,24.52
Cc12->[Ir+3]3456(<-[Cl-])(<-[c-]7cccn7[Se]n7cccn->37)<-c1(C)c->4(C)[c-]->5(C)c->62C,30.79
Cc1ccccc1P(O)(->[Au+]<-[Cl-])c1ccccc1O,20.67
CCOc1cccc2C=N3ON4N=C([O-]->[Co+3]<-3<-4(<-[Cl-])(<-[Cl-])<-[O-]c21)c1ccccc1O,32.61
